                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.46747,                0.41259,                 0.9137,                0.98637,                0.95436,                0.99243,                0.89307,                0.48404,                0.34297,                 0.8884,             0.00086536,             0.00086536,             0.00086536
                    139,                0.48267,                0.41315,                0.91831,                 0.9468,                0.96626,                0.98968,                0.88613,                0.49444,                0.35918,                0.90305,             0.00086437,             0.00086437,             0.00086437
                    140,                0.51584,                  0.451,                0.94553,                0.97034,                0.93444,                0.97964,                0.89326,                0.48392,                0.41526,                0.87284,             0.00086338,             0.00086338,             0.00086338
                    141,                0.49275,                0.42186,                0.94014,                0.95666,                 0.9388,                0.98034,                0.88685,                0.45784,                0.41849,                0.85807,             0.00086239,             0.00086239,             0.00086239
                    142,                0.49445,                0.42304,                0.92713,                0.93239,                0.94986,                0.98022,                0.87856,                 0.4916,                0.40936,                0.87698,              0.0008614,              0.0008614,              0.0008614
                    143,                0.48958,                0.41039,                0.91522,                0.96602,                0.93595,                0.98144,                0.87975,                0.46966,                0.38174,                0.86764,             0.00086041,             0.00086041,             0.00086041
                    144,                0.49274,                0.43238,                0.94247,                0.95123,                 0.9435,                0.97328,                0.88089,                0.47976,                0.39652,                0.86259,             0.00085942,             0.00085942,             0.00085942
                    145,                0.47993,                0.41535,                0.92062,                0.96899,                0.92607,                0.97434,                0.88381,                0.46498,                0.39988,                0.85745,             0.00085843,             0.00085843,             0.00085843
                    146,                0.47515,                0.42805,                0.92072,                0.94159,                0.92183,                0.97122,                0.87008,                0.47362,                 0.4304,                0.87653,             0.00085744,             0.00085744,             0.00085744
                    147,                0.45916,                0.39396,                0.90681,                0.92907,                0.94461,                0.96377,                 0.8554,                 0.5347,                0.44555,                0.92183,             0.00085645,             0.00085645,             0.00085645
                    148,                0.48659,                0.42219,                0.93391,                0.95882,                  0.958,                0.97566,                0.86852,                0.52538,                0.40195,                0.92794,             0.00085546,             0.00085546,             0.00085546
                    149,                0.47387,                0.39935,                0.92673,                0.96243,                0.96795,                0.97959,                0.87452,                0.52576,                0.40048,                  0.927,             0.00085447,             0.00085447,             0.00085447
